id,brand,model_id,year,transmission,fuelType,mileage,tax,mpg,engineSize,price
4736,0,12,2017,Semi-Auto,Diesel,32065,145,65.7,2.0,20962
22262,2,33,2014,Manual,Diesel,32541,20,67.3,1.6,8298
9373,0,55,2018,Automatic,Petrol,7442,145,52.3,1.4,23245
53510,3,17,2019,Automatic,Petrol,4867,145,32.8,2.0,26880
37724,2,32,2015,Manual,Petrol,75720,20,62.8,1.0,6195
50060,3,81,2019,Semi-Auto,Diesel,8152,145,39.2,2.0,30300
35839,2,29,2018,Automatic,Diesel,15471,145,48.7,2.0,22999
51991,3,88,2019,Manual,Petrol,2000,150,51.4,1.0,10990
6451,0,55,2019,Manual,Petrol,3708,150,43.5,1.5,24991
32865,2,18,2017,Manual,Diesel,22682,0,74.4,1.5,8400
15899,1,93,2019,Semi-Auto,Diesel,6960,150,37.7,3.0,47950
51682,3,88,2014,Manual,Petrol,54786,20,62.8,1.0,4498
10347,0,10,2017,Manual,Petrol,45826,20,60.1,1.0,12200
22802,2,32,2018,Manual,Petrol,11550,150,65.7,1.0,11200
6087,0,58,2019,Automatic,Diesel,3000,145,33.2,3.0,66950
34453,2,44,2014,Manual,Petrol,59343,200,42.8,1.6,10999
8749,0,8,2016,Manual,Petrol,56603,30,58.9,1.4,11800
34362,2,44,2015,Manual,Diesel,69357,125,60.1,2.0,9499
402,0,55,2017,Semi-Auto,Diesel,18355,145,68.9,1.6,19995
22532,2,33,2016,Manual,Diesel,34006,0,74.3,1.5,9790
6817,0,56,2016,Manual,Petrol,29897,125,50.4,1.4,14875
53725,3,84,2016,Semi-Auto,Diesel,19101,30,65.7,1.6,17450
10301,0,68,2016,Semi-Auto,Petrol,34500,200,40.9,2.0,19300
47161,3,53,2017,Manual,Petrol,24758,20,58.9,1.0,10991
21023,1,4,2015,Automatic,Diesel,86151,145,53.3,3.0,12200
15956,1,2,2014,Manual,Diesel,56523,125,57.6,2.0,12450
22315,2,50,2016,Manual,Diesel,64351,30,62.8,2.0,10698
4811,0,56,2020,Semi-Auto,Petrol,5000,145,31.4,2.0,35990
21462,2,32,2017,Manual,Petrol,20978,0,65.7,1.0,11000
15081,1,90,2020,Semi-Auto,Diesel,105,145,50.4,2.0,26850
17285,1,89,2016,Automatic,Petrol,6341,160,44.8,2.0,21200
14834,1,0,2018,Manual,Petrol,20376,150,52.3,1.5,17480
15856,1,4,2020,Automatic,Hybrid,7500,135,156.9,2.0,42995
49435,3,53,2017,Manual,Petrol,37338,150,60.1,1.2,9000
10637,0,8,2013,Manual,Petrol,29382,125,53.3,1.4,9291
26999,2,33,2019,Manual,Petrol,5236,145,60.1,1.0,17520
11046,1,3,2016,Semi-Auto,Diesel,24188,145,55.4,3.0,18498
9815,0,10,2015,Manual,Diesel,82932,20,68.9,2.0,9699
17514,1,0,2020,Semi-Auto,Petrol,102,145,34.5,2.0,33995
1302,0,10,2017,Manual,Diesel,37882,0,74.3,1.6,12498
11245,1,2,2019,Semi-Auto,Diesel,18526,145,48.7,2.0,26498
7374,0,12,2019,Automatic,Petrol,9200,145,37.7,2.0,28990
1130,0,56,2019,Automatic,Petrol,2590,145,31.4,2.0,33888
18796,1,3,2015,Automatic,Diesel,46028,125,58.9,2.0,16999
27895,2,32,2018,Manual,Petrol,25251,145,65.7,1.0,9300
24880,2,32,2017,Manual,Petrol,9150,145,65.7,1.0,9150
26147,2,32,2018,Manual,Petrol,3563,145,65.7,1.0,10650
14599,1,89,2017,Semi-Auto,Diesel,11857,150,55.4,2.0,21480
31245,2,33,2018,Manual,Petrol,8459,145,51.4,1.5,15789
53376,3,17,2020,Semi-Auto,Diesel,3000,145,44.1,2.0,31500
49634,3,81,2017,Semi-Auto,Diesel,18170,145,49.6,2.0,25995
11708,1,2,2013,Semi-Auto,Diesel,66000,145,53.3,2.0,9995
40304,3,37,2015,Manual,Petrol,60510,30,58.9,1.4,10995
26861,2,32,2013,Semi-Auto,Petrol,21000,145,47.9,1.6,6995
13866,1,0,2017,Semi-Auto,Diesel,28646,145,68.9,2.0,15490
24382,2,43,2017,Manual,Petrol,7394,30,57.7,1.2,6990
20597,1,5,2014,Automatic,Diesel,59295,160,49.6,3.0,16500
4568,0,56,2019,Manual,Petrol,6000,145,40.9,1.5,24990
53025,3,83,2016,Semi-Auto,Diesel,45020,235,42.8,3.0,21431
7739,0,11,2015,Automatic,Diesel,35000,30,67.3,2.0,16000
33853,2,32,2018,Manual,Petrol,9000,145,58.9,1.0,13100
53134,3,83,2017,Automatic,Diesel,44496,145,42.8,3.0,24995
2715,0,57,2019,Semi-Auto,Diesel,7612,145,38.2,2.0,32732
51883,3,88,2013,Manual,Petrol,30442,20,60.1,1.0,6250
46666,3,53,2017,Manual,Petrol,23492,145,60.1,1.2,9798
1797,0,80,2019,Manual,Petrol,3890,145,39.8,2.0,26500
6625,0,11,2016,Manual,Diesel,33833,30,64.2,2.0,16025
20140,1,97,2016,Manual,Petrol,20266,200,41.5,2.0,14799
5538,0,57,2019,Semi-Auto,Diesel,6273,145,38.2,2.0,35500
41019,3,37,2016,Manual,Diesel,27444,20,67.3,2.0,16498
39727,3,79,2018,Manual,Petrol,35100,145,53.3,1.5,19190
23063,2,33,2015,Manual,Diesel,47192,20,67.3,1.6,7700
16556,1,4,2019,Automatic,Petrol,3936,145,47.9,2.0,29999
37338,2,43,2017,Manual,Petrol,409,145,57.7,1.2,8289
22836,2,32,2014,Manual,Petrol,23576,0,65.7,1.0,7698
29298,2,33,2016,Automatic,Petrol,19823,150,46.3,1.5,12697
22384,2,32,2018,Manual,Petrol,21857,145,64.2,1.1,9500
38140,2,32,2013,Manual,Petrol,52484,30,54.3,1.2,5699
41602,3,37,2017,Manual,Petrol,41249,30,53.3,1.4,11995
46029,3,78,2020,Manual,Petrol,420,145,47.9,1.0,22491
30432,2,32,2017,Manual,Petrol,21687,145,65.7,1.0,9999
22574,2,44,2017,Manual,Petrol,18787,165,45.6,1.5,16998
22749,2,28,2018,Manual,Petrol,22907,145,54.3,1.0,12460
9554,0,8,2019,Automatic,Petrol,3651,150,47.9,1.0,18950
40208,3,37,2019,Manual,Petrol,12624,145,49.6,1.0,15419
31648,2,28,2018,Manual,Diesel,6865,145,58.9,1.5,15491
13970,1,4,2020,Semi-Auto,Hybrid,105,145,49.6,2.0,27990
29204,2,32,2017,Manual,Petrol,9700,125,54.3,1.2,8500
23512,2,44,2018,Semi-Auto,Diesel,20308,145,58.9,1.5,17295
28551,2,18,2016,Semi-Auto,Petrol,9045,160,44.1,1.6,9607
20524,1,2,2015,Automatic,Diesel,54204,125,61.4,2.0,13150
13717,1,0,2019,Manual,Petrol,2985,150,44.1,1.5,20980
42364,3,37,2019,Manual,Petrol,1887,145,47.1,1.5,18350
30716,2,20,2016,Automatic,Diesel,4930,20,64.2,1.5,10657
17303,1,93,2019,Semi-Auto,Diesel,3465,145,37.7,3.0,51822
29795,2,32,2017,Manual,Petrol,14860,145,47.9,1.6,12399
33870,2,32,2018,Manual,Petrol,28298,145,65.7,1.0,9890
50132,3,81,2019,Automatic,Diesel,3731,145,39.8,2.0,28990
25052,2,32,2017,Manual,Petrol,30368,0,65.7,1.0,8791
48194,3,53,2016,Semi-Auto,Petrol,13321,20,60.1,1.2,11990
22725,2,33,2019,Automatic,Petrol,12848,150,50.4,1.0,14798
33179,2,32,2019,Manual,Petrol,15000,145,56.5,1.0,12500
13223,1,92,2019,Semi-Auto,Diesel,4068,150,40.9,3.0,36490
44824,3,37,2020,Automatic,Petrol,300,150,44.8,1.5,21000
31510,2,33,2019,Automatic,Petrol,1858,145,50.4,1.0,17125
1812,0,58,2017,Semi-Auto,Diesel,30427,145,39.2,4.0,53990
51380,3,75,2019,Semi-Auto,Petrol,25,145,32.5,1.4,26990
1060,0,55,2019,Manual,Petrol,3786,145,43.5,1.5,23751
28709,2,43,2018,Manual,Petrol,3434,145,43.5,1.2,10000
34685,2,32,2020,Manual,Petrol,100,150,56.5,1.0,14500
17916,1,89,2020,Semi-Auto,Diesel,1074,145,40.9,2.0,26895
15229,1,2,2019,Semi-Auto,Petrol,3040,145,34.9,3.0,36995
13302,1,0,2016,Manual,Diesel,10,20,72.4,1.5,18990
40897,3,37,2019,Manual,Petrol,6332,145,37.2,2.0,24698
5258,0,80,2019,Semi-Auto,Petrol,3774,145,40.9,2.0,24990
22869,2,42,2015,Manual,Petrol,23593,30,57.7,1.2,5560
14315,1,0,2017,Semi-Auto,Petrol,26072,200,39.8,3.0,21498
44926,3,37,2016,Manual,Diesel,13285,20,67.3,2.0,16800
9320,0,56,2019,Manual,Diesel,10,145,42.8,2.0,29990
23384,2,33,2016,Manual,Diesel,37605,20,67.3,2.0,13000
22218,2,43,2018,Manual,Petrol,9880,145,57.7,1.2,7542
52113,3,88,2019,Manual,Petrol,3000,145,54.3,1.0,9790
47141,3,53,2019,Manual,Diesel,4451,145,55.4,1.6,13995
21430,1,89,2016,Automatic,Diesel,34769,125,57.6,2.0,17200
27175,2,32,2016,Manual,Petrol,11611,0,65.7,1.0,7991
880,0,56,2020,Semi-Auto,Petrol,4846,145,31.4,2.0,33444
19045,1,89,2016,Automatic,Diesel,16917,145,55.4,2.0,20295
48192,3,53,2017,Manual,Petrol,19938,20,60.1,1.0,9490
9374,0,55,2017,Manual,Petrol,24755,145,52.3,1.4,18495
34307,2,28,2016,Manual,Petrol,39000,125,53.3,1.0,9000
50208,3,81,2018,Semi-Auto,Petrol,10844,145,40.4,1.4,22291
32792,2,33,2017,Manual,Diesel,14889,145,74.3,1.5,13299
37928,2,42,2019,Manual,Petrol,10000,145,47.9,0.0,9999
3773,0,55,2019,Automatic,Diesel,6500,145,46.3,2.0,27000
49558,3,81,2018,Semi-Auto,Diesel,21242,150,57.6,2.0,25490
3094,0,58,2014,Semi-Auto,Diesel,43700,300,38.2,3.0,25042
29086,2,32,2016,Manual,Petrol,16494,125,54.3,1.2,8491
3280,0,8,2017,Manual,Petrol,7541,0,67.3,1.0,12372
3920,0,11,2018,Semi-Auto,Petrol,18373,150,49.6,1.4,20990
9675,0,56,2017,Automatic,Petrol,15003,145,47.9,1.4,19999
19246,1,3,2015,Automatic,Diesel,106220,160,51.4,3.0,13000
14000,1,89,2019,Manual,Diesel,105,145,40.4,2.0,27490
50589,3,81,2018,Manual,Petrol,10942,150,46.3,1.4,18240
40747,3,37,2018,Semi-Auto,Petrol,12648,145,39.8,2.0,27989
43641,3,37,2019,Semi-Auto,Petrol,6315,145,43.5,1.5,21950
42286,3,37,2019,Semi-Auto,Petrol,4810,145,36.2,2.0,28995
10459,0,56,2019,Automatic,Petrol,5689,145,32.5,2.0,30000
34597,2,33,2019,Manual,Petrol,11979,150,60.1,1.0,16000
6162,0,11,2020,Semi-Auto,Petrol,4915,150,40.9,2.0,31470
46296,3,53,2017,Semi-Auto,Petrol,11031,145,60.1,1.2,12298
26546,2,33,2019,Manual,Petrol,13451,145,58.9,1.0,14740
44897,3,37,2013,Manual,Diesel,93000,0,74.3,1.6,5895
14285,1,0,2018,Manual,Diesel,7948,145,65.7,2.0,16695
23433,2,32,2019,Manual,Petrol,8,145,55.4,1.1,12995
37132,2,33,2009,Manual,Petrol,107000,205,42.2,1.6,2495
28370,2,28,2019,Manual,Petrol,769,150,53.3,1.0,16000
22939,2,33,2019,Manual,Petrol,3756,145,60.1,1.0,19000
54275,3,82,2018,Semi-Auto,Diesel,5434,145,43.5,2.0,26350
28795,2,32,2017,Manual,Petrol,25000,150,65.7,1.0,9890
14333,1,97,2013,Semi-Auto,Petrol,26356,200,41.5,2.0,13640
18505,1,2,2019,Automatic,Diesel,6272,145,48.7,2.0,30850
1998,0,56,2017,Manual,Petrol,15449,145,49.6,1.4,19998
36421,2,32,2016,Manual,Diesel,16060,0,78.5,1.5,8299
1023,0,55,2019,Manual,Petrol,3486,145,45.6,1.0,21756
25498,2,32,2015,Manual,Petrol,30540,125,54.3,1.2,5999
36898,2,33,2017,Manual,Petrol,8938,145,41.5,2.0,19000
53267,3,83,2019,Automatic,Other,5305,145,25.5,3.0,47995
6954,0,10,2017,Manual,Diesel,64107,20,70.6,2.0,11600
44591,3,37,2019,Automatic,Petrol,16225,145,44.8,1.0,16290
33514,2,33,2018,Manual,Petrol,16834,145,60.1,1.0,12690
36842,2,33,2019,Manual,Petrol,6348,145,60.1,1.0,16000
32404,2,33,2018,Manual,Petrol,10611,145,41.5,2.0,19199
42959,3,37,2019,Manual,Petrol,2500,145,45.6,1.5,21500
24504,2,33,2014,Manual,Diesel,68343,20,67.3,1.6,5700
22212,2,50,2016,Manual,Diesel,29964,30,65.7,2.0,11998
11469,1,4,2019,Semi-Auto,Diesel,16128,145,60.1,2.0,26798
42518,3,37,2019,Manual,Diesel,2000,145,62.8,2.0,21500
32369,2,32,2019,Manual,Petrol,4126,145,58.9,1.0,11799
46475,3,53,2016,Manual,Petrol,17763,20,60.1,1.0,8998
32331,2,44,2018,Manual,Diesel,35553,145,60.1,2.0,14999
40723,3,37,2016,Manual,Petrol,18706,30,53.3,1.4,12989
26272,2,32,2019,Manual,Petrol,11445,145,58.9,1.0,12498
47132,3,53,2016,Manual,Petrol,21826,20,60.1,1.2,9498
31364,2,32,2017,Semi-Auto,Petrol,16285,0,57.7,1.0,10195
39397,2,44,2018,Semi-Auto,Diesel,26000,145,54.3,2.0,17199
40331,3,37,2015,Semi-Auto,Petrol,57097,200,39.8,2.0,17295
42229,3,37,2019,Semi-Auto,Petrol,9353,150,32.8,2.0,30990
46558,3,53,2019,Manual,Diesel,14732,145,57.7,1.6,12998
42873,3,37,2019,Manual,Petrol,12044,145,47.1,1.5,16750
19006,1,0,2014,Manual,Diesel,47208,30,62.8,2.0,10999
42591,3,37,2016,Manual,Diesel,26317,20,67.3,2.0,16291
50292,3,81,2018,Manual,Diesel,14003,145,50.4,2.0,20150
18288,1,4,2015,Automatic,Diesel,50000,160,50.4,3.0,15990
41542,3,37,2017,Semi-Auto,Petrol,14739,145,55.4,1.4,15995
14284,1,0,2016,Semi-Auto,Petrol,21105,235,37.7,3.0,18750
5799,0,57,2015,Manual,Diesel,53894,165,49.6,2.0,16490
27058,2,33,2015,Manual,Diesel,32620,0,74.3,1.5,8500
22509,2,50,2015,Manual,Diesel,45971,20,68.9,2.0,9999
40714,3,37,2017,Manual,Diesel,12890,20,68.9,2.0,19989
777,0,11,2019,Semi-Auto,Petrol,12853,145,38.2,2.0,24998
42751,3,37,2019,Manual,Petrol,5000,145,50.4,1.5,19450
34260,2,32,2013,Manual,Petrol,48133,30,54.3,1.2,6000
35185,2,32,2018,Manual,Petrol,31611,150,65.7,1.0,9544
41722,3,37,2019,Semi-Auto,Diesel,8552,145,52.3,2.0,19350
18092,1,2,2016,Manual,Petrol,31474,150,48.7,2.0,13000
12055,1,90,2019,Automatic,Petrol,123,145,38.7,2.0,26972
6000,0,10,2015,Semi-Auto,Petrol,20396,150,48.7,1.8,16245
33071,2,32,2019,Manual,Petrol,6739,145,60.1,1.0,15499
33781,2,32,2019,Semi-Auto,Petrol,3969,150,48.7,1.0,16991
5461,0,10,2019,Manual,Diesel,514,150,51.4,1.6,18900
1731,0,11,2016,Manual,Petrol,30090,125,53.3,1.4,13498
20679,1,93,2011,Automatic,Petrol,46000,570,22.6,4.4,15980
46718,3,53,2017,Manual,Petrol,22370,145,47.0,1.8,13498
28120,2,33,2017,Manual,Diesel,33432,0,74.3,1.5,9780
53241,3,83,2007,Automatic,Diesel,122965,580,26.9,3.0,7495
31016,2,39,2017,Manual,Petrol,4040,145,54.3,1.0,14500
13059,1,0,2015,Manual,Diesel,31900,30,62.8,2.0,14644
48520,3,53,2016,Semi-Auto,Petrol,31500,20,60.1,1.2,9695
31657,2,32,2014,Manual,Petrol,36677,30,54.3,1.2,6491
17105,1,89,2019,Semi-Auto,Petrol,9044,145,40.9,1.5,24474
20314,1,0,2016,Automatic,Diesel,57701,30,62.8,2.0,12299
16197,1,89,2019,Automatic,Petrol,999,145,35.3,2.0,27995
53166,3,83,2016,Semi-Auto,Diesel,40000,235,42.8,3.0,23900
28353,2,32,2019,Manual,Petrol,10292,145,58.9,1.0,13998
1621,0,8,2020,Semi-Auto,Petrol,3500,145,44.8,1.5,21888
26935,2,39,2016,Manual,Petrol,30691,30,54.3,1.0,9660
45660,3,52,2016,Manual,Diesel,74572,20,68.9,2.0,11463
43887,3,37,2014,Manual,Diesel,58800,20,67.3,2.0,11759
2342,0,55,2018,Semi-Auto,Petrol,20241,145,52.3,1.4,21990
31504,2,32,2018,Manual,Petrol,8923,145,58.9,1.0,14195
12151,1,91,2019,Semi-Auto,Diesel,4550,145,54.3,2.0,32822
2584,0,55,2019,Semi-Auto,Petrol,3772,145,33.2,2.0,26995
30548,2,32,2019,Manual,Petrol,6000,145,58.9,1.0,15699
45179,3,52,2017,Manual,Diesel,38768,145,70.6,1.6,11998
4783,0,8,2020,Semi-Auto,Petrol,5000,145,44.8,1.5,23490
41479,3,37,2015,Manual,Diesel,58275,20,68.9,2.0,10050
26180,2,33,2019,Manual,Petrol,2583,145,51.4,1.5,19950
1946,0,12,2019,Semi-Auto,Petrol,11479,145,39.8,2.0,26990
44479,3,37,2016,Manual,Petrol,41183,30,53.3,1.4,11290
26941,2,33,2019,Manual,Petrol,9024,145,58.9,1.0,19210
49430,3,53,2017,Manual,Petrol,23565,145,60.1,1.0,9400
22965,2,32,2017,Manual,Petrol,16600,145,64.2,1.1,9850
40932,3,37,2015,Manual,Petrol,19184,30,53.3,1.4,10650
12723,1,3,2018,Semi-Auto,Petrol,11403,145,48.7,2.0,20980
40560,3,37,2017,Semi-Auto,Diesel,21859,30,62.8,2.0,17788
52384,3,88,2017,Manual,Petrol,28611,145,64.2,1.0,7200
49302,3,53,2012,Manual,Petrol,47000,125,51.4,1.2,6495
10340,0,59,2020,Automatic,Diesel,10,150,32.8,3.0,72500
43974,3,37,2019,Automatic,Petrol,8911,150,37.7,2.0,27989
34915,2,33,2014,Manual,Petrol,36232,235,39.2,2.0,12850
31832,2,32,2018,Manual,Petrol,17150,145,65.7,1.0,10300
31694,2,43,2018,Manual,Petrol,25000,145,47.9,1.2,8888
24559,2,44,2019,Manual,Petrol,4010,145,34.4,1.5,21995
24257,2,32,2015,Manual,Petrol,8700,125,54.3,1.2,7995
53706,3,84,2019,Automatic,Diesel,20535,145,49.6,1.6,20000
46018,3,78,2019,Automatic,Petrol,279,150,45.6,1.0,19990
50990,3,81,2016,Manual,Diesel,38638,125,56.5,2.0,12149
53349,3,17,2019,Automatic,Petrol,5257,145,47.1,2.0,26587
17294,1,2,2019,Manual,Diesel,6193,145,54.3,2.0,26103
43686,3,37,2016,Semi-Auto,Petrol,40850,30,53.3,1.4,12495
20779,1,95,2019,Automatic,Diesel,3980,145,31.4,3.0,69880
2622,0,11,2017,Semi-Auto,Petrol,25773,145,43.5,2.0,21990
15905,1,1,2018,Semi-Auto,Diesel,27312,145,57.6,2.0,19950
3636,0,62,2020,Semi-Auto,Petrol,2500,145,28.8,2.9,69691
54360,3,76,2019,Semi-Auto,Diesel,13859,145,32.8,2.0,23329
41339,3,37,2017,Manual,Diesel,41000,150,60.1,2.0,16490
47553,3,53,2017,Manual,Petrol,34388,20,60.1,1.2,9690
38954,2,33,2017,Manual,Petrol,40166,20,58.9,1.0,9800
50929,3,81,2017,Semi-Auto,Diesel,12000,145,49.6,2.0,19000
30642,2,33,2015,Manual,Diesel,59451,0,74.3,1.5,8295
35982,2,50,2016,Manual,Diesel,108000,30,65.7,2.0,8793
11204,1,2,2016,Semi-Auto,Diesel,46673,0,74.3,2.0,13798
40130,3,79,2020,Manual,Other,5000,145,44.1,1.0,20990
9258,0,11,2015,Manual,Diesel,68260,30,62.8,2.0,11295
40037,3,79,2019,Manual,Diesel,13637,145,46.3,2.0,21699
35366,2,44,2017,Manual,Diesel,25913,30,64.2,1.5,12775
45200,3,52,2019,Manual,Diesel,14774,145,53.3,2.0,15995
1711,0,10,2017,Semi-Auto,Petrol,9975,145,47.9,2.0,20995
40724,3,37,2016,Manual,Petrol,12685,30,53.3,1.4,13489
18234,1,0,2010,Automatic,Diesel,60000,145,53.3,2.0,7990
42442,3,37,2013,Manual,Diesel,51790,0,88.3,1.6,7625
49566,3,81,2017,Semi-Auto,Diesel,20159,145,57.6,2.0,23790
46584,3,53,2017,Semi-Auto,Petrol,16887,20,60.1,1.2,11260
43871,3,37,2017,Manual,Petrol,34000,145,58.9,1.0,12900
13077,1,0,2017,Semi-Auto,Diesel,35332,150,60.1,2.0,16250
13906,1,0,2019,Semi-Auto,Petrol,3883,145,34.5,2.0,32990
30619,2,32,2016,Manual,Petrol,13928,0,65.7,1.0,8900
25351,2,28,2015,Manual,Petrol,28985,160,44.8,1.5,8997
24255,2,44,2017,Manual,Diesel,33627,30,64.2,1.5,10987
21642,2,32,2019,Manual,Petrol,10567,145,58.9,1.0,12798
7423,0,12,2013,Automatic,Diesel,78300,145,53.3,2.0,11500
48384,3,53,2018,Manual,Petrol,15181,145,60.1,1.0,12290
8530,0,56,2019,Automatic,Petrol,3225,145,30.7,2.0,34950
27520,2,67,2015,Manual,Petrol,24421,165,43.5,1.5,15440
12740,1,1,2019,Manual,Diesel,8615,150,60.1,2.0,24490
22221,2,32,2016,Manual,Diesel,11813,0,78.5,1.5,8998
39129,2,33,2015,Manual,Diesel,37252,20,67.3,1.6,8100
31687,2,18,2017,Manual,Petrol,32442,145,55.4,1.0,9495
48426,3,53,2016,Manual,Petrol,36540,0,65.7,1.0,9995
8404,0,10,2019,Automatic,Petrol,17102,150,42.2,1.5,19930
52364,3,88,2017,Manual,Petrol,31353,20,64.2,1.0,7000
12546,1,89,2017,Semi-Auto,Diesel,41604,150,55.4,2.0,17998
27009,2,32,2016,Manual,Petrol,27470,0,65.7,1.0,9910
12927,1,2,2019,Semi-Auto,Petrol,8349,145,43.5,2.0,28450
1312,0,11,2013,Manual,Diesel,78268,30,61.4,2.0,8498
20954,1,3,2017,Manual,Diesel,38840,125,60.1,2.0,16500
48543,3,53,2019,Semi-Auto,Petrol,4000,150,45.6,1.0,15690
34064,2,28,2019,Manual,Petrol,6100,150,51.4,1.0,15995
16971,1,89,2017,Semi-Auto,Diesel,12566,125,60.1,2.0,19532
25173,2,43,2019,Manual,Petrol,11,145,43.5,1.2,11999
49536,3,81,2017,Manual,Diesel,44680,125,58.9,2.0,15995
40799,3,37,2019,Automatic,Petrol,10283,145,32.8,2.0,27489
24685,2,33,2019,Manual,Petrol,6541,145,60.1,1.0,15300
4186,0,56,2020,Semi-Auto,Diesel,4500,145,47.1,2.0,36850
11466,1,3,2018,Semi-Auto,Diesel,10291,150,65.7,2.0,21840
30349,2,32,2019,Manual,Petrol,11337,145,58.9,1.0,14600
14895,1,4,2019,Automatic,Petrol,101,145,50.4,2.0,32980
30164,2,32,2018,Manual,Petrol,12874,150,65.7,1.0,11695
42116,3,37,2013,Manual,Petrol,61520,125,53.3,1.4,7450
54356,3,76,2017,Manual,Diesel,39013,200,47.1,2.0,19498
20165,1,2,2012,Automatic,Diesel,62616,30,62.8,2.0,9199
960,0,56,2015,Semi-Auto,Petrol,33845,145,47.9,1.4,16498
13756,1,0,2017,Semi-Auto,Petrol,17774,200,39.8,3.0,20990
11611,1,2,2016,Semi-Auto,Diesel,26711,160,51.4,3.0,19998
43992,3,37,2016,Manual,Diesel,19074,0,74.3,1.6,11240
2388,0,55,2017,Semi-Auto,Petrol,36000,145,52.3,1.4,18700
25730,2,67,2015,Manual,Petrol,13300,160,43.5,1.5,15698
22178,2,32,2014,Manual,Petrol,29095,30,54.3,1.2,6998
16366,1,2,2019,Automatic,Petrol,1606,145,34.9,3.0,42995
48079,3,53,2019,Semi-Auto,Petrol,3647,145,39.8,2.0,20991
29641,2,32,2017,Manual,Petrol,24000,145,64.2,1.1,7999
11192,1,2,2013,Manual,Diesel,72315,30,61.4,2.0,10998
14524,1,1,2019,Manual,Diesel,9326,145,60.1,2.0,21980
32127,2,43,2018,Manual,Petrol,22199,145,57.7,1.2,7600
54542,3,26,2019,Automatic,Diesel,10080,260,29.1,2.0,57991
42463,3,37,2016,Manual,Diesel,29870,0,74.3,1.6,10750
1386,0,56,2019,Semi-Auto,Petrol,14481,145,31.7,2.0,28490
22993,2,20,2014,Manual,Diesel,39549,30,61.4,1.6,7591
35745,2,33,2017,Manual,Diesel,26549,145,74.3,1.5,11489
43951,3,37,2016,Automatic,Other,55675,0,188.3,1.4,16940
8382,0,55,2017,Manual,Petrol,25777,125,52.3,1.4,16595
27081,2,33,2019,Manual,Petrol,13340,145,58.9,1.0,15295
31738,2,33,2015,Manual,Diesel,67680,20,67.3,1.6,7141
6251,0,58,2019,Semi-Auto,Diesel,6935,145,33.6,3.0,42950
47003,3,53,2017,Manual,Petrol,18107,150,58.9,1.0,9999
36714,2,44,2016,Manual,Diesel,61051,145,54.3,2.0,12500
43365,3,37,2016,Manual,Petrol,2673,30,53.3,1.4,13000
36148,2,32,2018,Manual,Diesel,30555,145,58.9,1.5,10799
25089,2,33,2019,Manual,Petrol,1714,145,60.1,1.0,17410
7625,0,10,2017,Automatic,Diesel,31376,125,57.7,2.0,20990
35109,2,86,2018,Manual,Diesel,6959,145,46.3,2.0,21980
12909,1,2,2017,Semi-Auto,Diesel,28589,145,62.8,2.0,17990
15250,1,3,2020,Semi-Auto,Diesel,10,145,65.7,2.0,27495
11295,1,47,2016,Semi-Auto,Petrol,26363,305,34.0,3.0,29998
4060,0,8,2017,Manual,Petrol,12200,150,55.4,1.4,13990
27466,2,33,2019,Automatic,Diesel,3374,145,50.4,1.5,19500
16297,1,0,2019,Semi-Auto,Diesel,1540,145,78.5,1.5,21990
13649,1,3,2019,Semi-Auto,Petrol,3516,145,48.7,2.0,25490
51135,3,81,2017,Automatic,Diesel,22803,160,49.6,2.0,23490
33881,2,32,2015,Manual,Petrol,16113,20,62.8,1.0,8990
44081,3,37,2012,Manual,Diesel,53439,0,74.3,1.6,6995
35133,2,32,2012,Manual,Petrol,11000,160,42.8,1.2,7891
38957,2,32,2017,Manual,Petrol,27725,0,65.7,1.0,8700
2301,0,56,2017,Semi-Auto,Petrol,44080,145,47.9,1.4,15860
2572,0,10,2017,Manual,Diesel,34800,20,67.3,2.0,14795
31367,2,32,2018,Manual,Petrol,7675,145,55.4,1.0,16495
10799,1,92,2016,Automatic,Diesel,31084,145,54.3,2.0,21400
32004,2,54,2020,Manual,Petrol,1440,145,51.4,1.0,19979
22314,2,20,2015,Manual,Petrol,35901,160,44.1,1.6,7798
6762,0,10,2018,Manual,Petrol,16680,145,62.8,1.0,14175
24840,2,32,2018,Manual,Petrol,18885,150,62.8,1.0,11180
50157,3,81,2016,Manual,Diesel,30438,145,53.3,2.0,13191
22072,2,32,2017,Manual,Petrol,32994,145,64.2,1.1,8250
24441,2,33,2018,Manual,Petrol,10111,145,57.7,1.0,13500
29368,2,32,2015,Manual,Petrol,36015,0,65.7,1.0,7995
41456,3,37,2019,Semi-Auto,Petrol,7991,145,44.1,1.5,20490
52294,3,88,2017,Manual,Petrol,24444,20,60.1,0.0,8000
1879,0,12,2017,Semi-Auto,Petrol,16471,30,53.3,2.0,22450
47709,3,53,2019,Manual,Petrol,15749,150,52.3,1.0,14495
899,0,11,2019,Automatic,Petrol,4598,145,38.2,2.0,30995
2926,0,11,2017,Manual,Diesel,38810,30,67.3,2.0,17012
31357,2,32,2018,Manual,Petrol,28750,145,65.7,1.0,10100
39636,3,79,2018,Manual,Petrol,19235,145,53.3,1.5,20492
15725,1,3,2019,Semi-Auto,Petrol,3144,145,45.6,2.0,25995
13262,1,3,2018,Semi-Auto,Diesel,29435,145,49.6,3.0,24800
3720,0,8,2020,Semi-Auto,Petrol,4000,145,44.8,1.5,24500
